Corsa,Codice corsa,Codice linea,Partenza,Ora partenza,Arrivo,Ora arrivo,Flag spezzata,Turno
29564,25,286,SUSA - stazione FS,18:05:00,Novalesa,18:20:00,FALSE,Su0010
28344,28,286,Novalesa,18:20:00,SUSA - stazione FS,18:35:00,FALSE,Su0010
29395,R758R1,905,SUSA - stazione FS,18:55:00,BUSSOLENO - stazione FS,19:05:00,FALSE,Su0010
28100,R758,905,BUSSOLENO - stazione FS,19:10:00,Susa Stazions F.S.,19:20:00,FALSE,Su0010
29509,48B,274,SUSA - stazione FS,21:00:00,LUTHER KING - TEKFOR,21:45:00,FALSE,Su0010
28019,5,123,LUTHER KING - TEKFOR,21:45:00,FERRIERA - TEKFOR,21:50:00,FALSE,Su0010
28022,6,123,FERRIERA - TEKFOR,22:10:00,LUTHER KING - TEKFOR,22:15:00,FALSE,Su0010
29517,47B,274,LUTHER KING - TEKFOR,22:15:00,SUSA - stazione FS,22:55:00,FALSE,Su0010
28748,31,274,SUSA - stazione FS,23:00:00,Novalesa,23:10:00,FALSE,Su0010
29257,603,286,SUSA - stazione FS,7:00:00,OULX - Stazione FS,7:40:00,FALSE,Su0020
29522,1301B,286,BUSSOLENO - stazione FS,9:50:00,OULX - Stazione FS,10:40:00,FALSE,Su0020
28042,0006C,285,OULX - Stazione FS,10:45:00,SAUZE D'OULX,11:00:00,FALSE,Su0020
28254,0021C,285,SAUZE D'OULX,11:00:00,OULX - Stazione FS,11:15:00,FALSE,Su0020
28275,514,286,OULX - Stazione FS,12:05:00,SUSA - stazione FS,12:40:00,FALSE,Su0020
29535,705S,286,SUSA - stazione FS,12:50:00,MEANA,13:00:00,FALSE,Su0020
28056,706S,286,MEANA,13:00:00,SUSA - stazione FS,13:10:00,FALSE,Su0020
29568,33,286,SUSA - stazione FS,13:15:00,Novalesa,13:30:00,FALSE,Su0020
28345,36,286,Novalesa,13:30:00,SUSA - stazione FS,13:45:00,FALSE,Su0020
29537,709,286,SUSA - stazione FS,13:50:00,MEANA,14:00:00,FALSE,Su0020
28059,710,286,MEANA,14:00:00,SUSA - stazione FS,14:10:00,FALSE,Su0020
29536,037BIS,286,SUSA - stazione FS,14:10:00,MEANA,14:20:00,FALSE,Su0020
28057,038BIS,286,MEANA,14:20:00,SUSA - stazione FS,14:30:00,FALSE,Su0020
29765,004B,274,SUSA - stazione FS,5:00:00,LUTHER KING - TEKFOR,5:45:00,FALSE,Su0040
29759,1,123,LUTHER KING - TEKFOR,5:45:00,FERRIERA - TEKFOR,5:50:00,FALSE,Su0040
29760,2,123,FERRIERA - TEKFOR,6:10:00,LUTHER KING - TEKFOR,6:15:00,FALSE,Su0040
29763,3,274,LUTHER KING - TEKFOR,6:15:00,SUSA - stazione FS,7:00:00,FALSE,Su0040
28749,22,274,SUSA - stazione FS,7:05:00,AVIGLIANA - Centro Studi,7:50:00,FALSE,Su0040
29587,17,286,SUSA - stazione FS,12:30:00,Novalesa,12:45:00,FALSE,Su0040
28744,0030B,274,Novalesa,12:45:00,SUSA - stazione FS,13:00:00,FALSE,Su0040
29246,032B,274,SUSA - stazione FS,13:05:00,LUTHER KING - TEKFOR,13:45:00,FALSE,Su0040
28018,3,123,LUTHER KING - TEKFOR,13:45:00,FERRIERA - TEKFOR,13:50:00,FALSE,Su0040
28021,4,123,FERRIERA - TEKFOR,14:10:00,LUTHER KING - TEKFOR,14:15:00,FALSE,Su0040
29516,027B,274,LUTHER KING - TEKFOR,14:15:00,SUSA - stazione FS,15:00:00,FALSE,Su0040
28268,207,286,SUSA - stazione FS,13:15:00,GIAGLIONE,13:25:00,FALSE,Su0060
28273,208,286,GIAGLIONE,13:25:00,SUSA - stazione FS,13:35:00,FALSE,Su0060
28283,028B,274,SUSA - stazione FS,14:10:00,VAIE - via I Maggio,14:42:00,FALSE,Su0060
29225,0039A,274,CASCINE VICA,16:30:00,AVIGLIANA - stazione FS,16:54:00,FALSE,Su0060
29513,0039B,274,AVIGLIANA - stazione FS,16:56:00,SUSA - stazione FS,17:35:00,FALSE,Su0060
28448,529,286,SUSA - stazione FS,18:05:00,EXILLES,18:25:00,FALSE,Su0060
28454,028A,286,EXILLES,18:25:00,SUSA - stazione FS,18:45:00,FALSE,Su0060
29565,27,286,SUSA - stazione FS,19:00:00,Novalesa,19:15:00,FALSE,Su0060
28342,30,286,Novalesa,19:20:00,SUSA - stazione FS,19:35:00,FALSE,Su0060
29592,3,286,SUSA - stazione FS,6:15:00,Novalesa,6:30:00,FALSE,Su0070
29261,4,286,Novalesa,6:30:00,SUSA - stazione FS,6:45:00,FALSE,Su0070
29258,605,286,SUSA - stazione FS,7:00:00,OULX - Stazione FS,7:40:00,FALSE,Su0070
28278,508,286,OULX - Stazione FS,7:50:00,SUSA - stazione FS,8:30:00,FALSE,Su0070
29508,49,274,SUSA - stazione FS,13:00:00,LUTHER KING - TEKFOR,13:45:00,FALSE,Su0070
28286,031B,274,LUTHER KING - TEKFOR,14:15:00,SUSA - stazione FS,15:00:00,FALSE,Su0070
28747,0028B,274,SUSA - stazione FS,15:05:00,Novalesa,15:20:00,FALSE,Su0070
28343,24,286,Novalesa,15:20:00,SUSA - stazione FS,15:35:00,FALSE,Su0070
29450,1D,103,S.Antonino-via Moncenisio 72 (Scuole M),16:40:00,Villarfocchiardo - Bivio Giaconera,17:00:00,FALSE,Su0070
29586,1,286,SUSA - stazione FS,5:35:00,Novalesa,5:50:00,FALSE,Su0080
28341,2,286,Novalesa,5:50:00,SUSA - stazione FS,6:05:00,FALSE,Su0080
29510,0012A,274,SUSA - stazione FS,6:05:00,AVIGLIANA - stazione FS,6:46:00,FALSE,Su0080
29224,0012B,274,AVIGLIANA - stazione FS,6:48:00,CASCINE VICA,7:10:00,FALSE,Su0080
28793,0026B,274,SUSA - stazione FS,12:20:00,Bivio VAIE,12:55:00,FALSE,Su0080
29491,96,286,S.Antonino-via Moncenisio 87 (Scuole M),13:50:00,Villarfocchiardo - Bivio Giaconera,14:00:00,FALSE,Su0080
29514,019D,274,AVIGLIANA - Centro Studi,14:40:00,SUSA - stazione FS,15:25:00,FALSE,Su0080
28745,0029B,274,Novalesa,4:45:00,SUSA - stazione FS,5:00:00,FALSE,Su0090
29762,2,274,SUSA - stazione FS,5:00:00,LUTHER KING - TEKFOR,5:45:00,FALSE,Su0090
29764,1,274,LUTHER KING - TEKFOR,6:15:00,SUSA - stazione FS,7:00:00,FALSE,Su0090
28746,33,274,SUSA - stazione FS,7:00:00,Novalesa,7:15:00,FALSE,Su0090
28348,006A,286,Novalesa,7:15:00,SUSA - stazione FS,7:30:00,FALSE,Su0090
29580,001A,286,SUSA - stazione FS,7:30:00,MEANA,7:40:00,FALSE,Su0090
28054,002B,286,MEANA,7:40:00,SUSA - stazione FS,7:50:00,FALSE,Su0090
29581,707,286,SUSA - stazione FS,7:50:00,MEANA,8:00:00,FALSE,Su0090
28058,708,286,MEANA,8:05:00,SUSA - stazione FS,8:15:00,FALSE,Su0090
29393,R750R,905,SUSA - stazione FS,13:40:00,BUSSOLENO - stazione FS,13:50:00,FALSE,Su0090
28099,R750,905,BUSSOLENO - Scuole,14:05:00,Susa Stazions F.S.,14:15:00,FALSE,Su0090
29588,19,286,SUSA - stazione FS,14:15:00,Novalesa,14:30:00,FALSE,Su0090
28347,20,286,Novalesa,14:30:00,SUSA - stazione FS,14:45:00,FALSE,Su0090
29507,020B,274,SUSA - stazione FS,7:05:00,AVIGLIANA - Centro Studi,7:50:00,FALSE,Su0100
29493,88,286,S.Antonino-via Moncenisio 72 (Scuole M),13:50:00,Bivio VAIE,14:00:00,FALSE,Su0100
28812,0021D,274,AVIGLIANA - Centro Studi,14:40:00,SUSA - stazione FS,15:25:00,FALSE,Su0100
29591,527S,286,SUSA - stazione FS,16:00:00,OULX - Stazione FS,16:40:00,FALSE,Su0100
29520,1302,286,OULX - Stazione FS,16:45:00,BUSSOLENO - stazione FS,17:35:00,FALSE,Su0100
29394,R756R1,905,SUSA - stazione FS,17:55:00,BUSSOLENO - stazione FS,18:05:00,FALSE,Su0100
28101,R756,905,BUSSOLENO - stazione FS,18:10:00,Susa Stazions F.S.,18:20:00,FALSE,Su0100
29506,14,274,SUSA - stazione FS,6:30:00,FERRIERA - TEKFOR,7:15:00,FALSE,Su0110
29456,11,274,FERRIERA - TEKFOR,7:15:00,S.Antonino-via Moncenisio 87 (Scuole M),7:40:00,FALSE,Su0110
29457,0007A,274,S.Antonino-via Moncenisio 87 (Scuole M),7:40:00,SUSA - stazione FS,8:10:00,FALSE,Su0110
29589,7,286,SUSA - stazione FS,8:15:00,Novalesa,8:30:00,FALSE,Su0110
28346,10,286,Novalesa,8:30:00,SUSA - stazione FS,8:45:00,FALSE,Su0110
29590,519,286,SUSA - stazione FS,13:10:00,OULX - Stazione FS,13:45:00,FALSE,Su0110
28050,0009D,285,OULX - Stazione FS,13:45:00,SAUZE D'OULX,14:00:00,FALSE,Su0110
28249,0024A,285,SAUZE D'OULX,14:00:00,OULX - Stazione FS,14:15:00,FALSE,Su0110
28276,022A,286,OULX - Stazione FS,14:25:00,SUSA - stazione FS,15:05:00,FALSE,Su0110
29492,85,286,Villarfocchiardo - Bivio Giaconera,7:30:00,S.Antonino-via Moncenisio 72 (Scuole M),7:40:00,FALSE,Su5010
29458,0007S,274,S.Antonino-via Moncenisio 87 (Scuole M),7:40:00,SUSA - stazione FS,8:10:00,FALSE,Su5010
28270,211,286,SUSA - stazione FS,14:15:00,GIAGLIONE,14:25:00,FALSE,Su5010
28274,212,286,GIAGLIONE,14:25:00,SUSA - stazione FS,14:35:00,FALSE,Su5010
28655,192B,275,TORINO - Autostazione c.so Bolzano,15:41:00,PINEROLO - movicentro,16:48:00,TRUE,To0090
28820,22050N,277,AIRASCA - stabilimento SKF,17:30:00,TO - Cso Ferrucci-Via Cavalli,18:41:00,FALSE,To0090
28821,22050N,119,TO - Cso Ferrucci-Via Cavalli,18:41:00,TO - Via Cravero,19:05:00,FALSE,To0090
29049,2277A,265,TORINO - Autostazione c.so Bolzano,15:36:00,IVREA - loc Banchette,16:37:00,FALSE,To0100
28845,2277B,265,IVREA - loc Banchette,16:39:00,IVREA - Porta Vercelli,16:44:00,FALSE,To0100
29453,2233A,265,IVREA - Porta Vercelli,16:55:00,TORINO - Autostazione c.so Bolzano,18:06:00,FALSE,To0100
28652,258BS,275,TORINO - Autostazione c.so Bolzano,19:41:00,PINEROLO - Piazza Cavour,20:50:00,FALSE,To0100
28531,258B,275,PINEROLO - Piazza Cavour,20:50:00,PEROSA ARG.-Pzza Terzo Alpini,21:20:00,FALSE,To0100
29234,22059,277,AIRASCA - stabilimento SKF,22:30:00,TO - c.so Francia/via Pasteur,23:15:00,FALSE,To0100
28072,22059,119,TO - c.so Francia/via Pasteur,23:15:00,CollegnoCorso Francia ang XXIV Maggio,23:31:00,FALSE,To0100
28899,D33,268,TO - piazza Carlo Felice,14:30:00,CASELLE Aeroporto,15:07:00,FALSE,To0130
29300,A56,268,CASELLE Aeroporto,15:30:00,TO - piazza Carlo Felice,16:15:00,FALSE,To0130
29048,2281A,265,TORINO - Autostazione c.so Bolzano,17:16:00,IVREA - loc Banchette,18:17:00,FALSE,To0130
28846,2281B,265,IVREA - loc Banchette,18:19:00,IVREA - Porta Vercelli,18:24:00,FALSE,To0130
28838,4412A,265,IVREA - Porta Vercelli,18:30:00,IVREA - loc Banchette,18:39:00,FALSE,To0130
29158,4412B,265,IVREA - loc Banchette,18:41:00,TORINO - Autostazione c.so Bolzano,19:36:00,FALSE,To0130
28892,D59,268,TO - piazza Carlo Felice,21:00:00,CASELLE Aeroporto,21:37:00,FALSE,To0130
29496,D62,268,CASELLE Aeroporto,22:00:00,TO - piazza Carlo Felice,22:39:00,FALSE,To0130
29452,2258A,265,TORINO - Autostazione c.so Bolzano,6:23:00,IVREA - c.so Vercelli 21,7:32:00,FALSE,To0240
28840,2215A,265,IVREA - Porta Vercelli,7:40:00,IVREA - loc Banchette,7:51:00,FALSE,To0240
29159,2215B,265,IVREA - loc Banchette,7:53:00,TORINO - Autostazione c.so Bolzano,8:56:00,FALSE,To0240
28901,D25,268,TO - piazza Carlo Felice,12:30:00,CASELLE Aeroporto,13:07:00,FALSE,To0240
29290,A48,268,CASELLE Aeroporto,13:30:00,TO - piazza Carlo Felice,14:15:00,FALSE,To0240
29377,A1,268,TO - piazza Carlo Felice,4:45:00,CASELLE Aeroporto,5:30:00,FALSE,To0260
29308,A2,268,CASELLE Aeroporto,6:10:00,TO - piazza Carlo Felice,6:55:00,FALSE,To0260
29375,A17,268,TO - piazza Carlo Felice,7:15:00,CASELLE Aeroporto,8:00:00,FALSE,To0260
29311,A28,268,CASELLE Aeroporto,8:15:00,TO - piazza Carlo Felice,9:00:00,FALSE,To0260
29370,A25,268,TO - piazza Carlo Felice,9:15:00,CASELLE Aeroporto,10:00:00,FALSE,To0260
28993,D14,268,CASELLE Aeroporto,10:15:00,TO - piazza Carlo Felice,10:54:00,FALSE,To0260
29367,A3,268,TO - piazza Carlo Felice,5:15:00,CASELLE Aeroporto,6:00:00,FALSE,To0270
29315,A124,268,CASELLE Aeroporto,6:30:00,TO - piazza Carlo Felice,7:15:00,FALSE,To0270
28911,D5,268,TO - piazza Carlo Felice,7:30:00,CASELLE Aeroporto,8:07:00,FALSE,To0270
29302,A128,268,CASELLE Aeroporto,8:30:00,TO - piazza Carlo Felice,9:15:00,FALSE,To0270
28906,D13,268,TO - piazza Carlo Felice,9:30:00,CASELLE Aeroporto,10:07:00,FALSE,To0270
29296,A36,268,CASELLE Aeroporto,10:30:00,TO - piazza Carlo Felice,11:15:00,FALSE,To0270
29368,A5,268,TO - piazza Carlo Felice,5:45:00,CASELLE Aeroporto,6:30:00,FALSE,To0280
29319,A122,268,CASELLE Aeroporto,7:00:00,TO - piazza Carlo Felice,7:45:00,FALSE,To0280
28909,D7,268,TO - piazza Carlo Felice,8:00:00,CASELLE Aeroporto,8:37:00,FALSE,To0280
29309,A30,268,CASELLE Aeroporto,9:00:00,TO - piazza Carlo Felice,9:45:00,FALSE,To0280
28895,D15,268,TO - piazza Carlo Felice,10:00:00,CASELLE Aeroporto,10:37:00,FALSE,To0280
29297,A38,268,CASELLE Aeroporto,11:00:00,TO - piazza Carlo Felice,11:45:00,FALSE,To0280
29378,A7,268,TO - piazza Carlo Felice,6:15:00,CASELLE Aeroporto,7:00:00,FALSE,To0290
29320,A22,268,CASELLE Aeroporto,7:10:00,TO - piazza Carlo Felice,7:55:00,FALSE,To0290
28910,D9,268,TO - piazza Carlo Felice,8:30:00,CASELLE Aeroporto,9:07:00,FALSE,To0290
29310,A32,268,CASELLE Aeroporto,9:30:00,TO - piazza Carlo Felice,10:15:00,FALSE,To0290
28905,D17,268,TO - piazza Carlo Felice,10:30:00,CASELLE Aeroporto,11:07:00,FALSE,To0290
29307,A40,268,CASELLE Aeroporto,11:30:00,TO - piazza Carlo Felice,12:15:00,FALSE,To0290
29475,A141,268,TO - piazza Carlo Felice,6:30:00,CASELLE Aeroporto,7:15:00,FALSE,To0295
29303,A126,268,CASELLE Aeroporto,7:25:00,TO - piazza Carlo Felice,8:10:00,FALSE,To0295
28908,D11,268,TO - piazza Carlo Felice,9:00:00,CASELLE Aeroporto,9:37:00,FALSE,To0295
29298,A34,268,CASELLE Aeroporto,10:00:00,TO - piazza Carlo Felice,10:45:00,FALSE,To0295
28904,D21,268,TO - piazza Carlo Felice,11:30:00,CASELLE Aeroporto,12:07:00,FALSE,To0295
29306,A44,268,CASELLE Aeroporto,12:30:00,TO - piazza Carlo Felice,13:15:00,FALSE,To0295
29379,A15,268,TO - piazza Carlo Felice,6:45:00,CASELLE Aeroporto,7:30:00,FALSE,To0300
29304,A24,268,CASELLE Aeroporto,7:45:00,TO - piazza Carlo Felice,8:30:00,FALSE,To0300
29363,A27,268,TO - piazza Carlo Felice,9:45:00,CASELLE Aeroporto,10:30:00,FALSE,To0300
28994,D16,268,CASELLE Aeroporto,10:45:00,TO - piazza Carlo Felice,11:24:00,FALSE,To0300
29364,A37,268,TO - piazza Carlo Felice,12:15:00,CASELLE Aeroporto,13:00:00,FALSE,To0300
28996,D26,268,CASELLE Aeroporto,13:15:00,TO - piazza Carlo Felice,13:54:00,FALSE,To0300
28912,D3,268,TO - piazza Carlo Felice,7:00:00,CASELLE Aeroporto,7:37:00,FALSE,To0305
29322,A26,268,CASELLE Aeroporto,8:00:00,TO - piazza Carlo Felice,8:45:00,FALSE,To0305
28903,D19,268,TO - piazza Carlo Felice,11:00:00,CASELLE Aeroporto,11:37:00,FALSE,To0305
29305,A42,268,CASELLE Aeroporto,12:00:00,TO - piazza Carlo Felice,12:45:00,FALSE,To0305
28890,D27,268,TO - piazza Carlo Felice,13:00:00,CASELLE Aeroporto,13:37:00,FALSE,To0305
28988,D28,268,CASELLE Aeroporto,13:45:00,TO - piazza Carlo Felice,14:24:00,FALSE,To0305
28902,D23,268,TO - piazza Carlo Felice,12:00:00,CASELLE Aeroporto,12:37:00,FALSE,To0310
29292,A46,268,CASELLE Aeroporto,13:00:00,TO - piazza Carlo Felice,13:45:00,FALSE,To0310
28900,D31,268,TO - piazza Carlo Felice,14:00:00,CASELLE Aeroporto,14:37:00,FALSE,To0310
29299,A54,268,CASELLE Aeroporto,15:00:00,TO - piazza Carlo Felice,15:45:00,FALSE,To0310
28896,D39,268,TO - piazza Carlo Felice,16:00:00,CASELLE Aeroporto,16:37:00,FALSE,To0310
29288,A62,268,CASELLE Aeroporto,17:00:00,TO - piazza Carlo Felice,17:45:00,FALSE,To0310
29357,A41,268,TO - piazza Carlo Felice,13:15:00,CASELLE Aeroporto,14:00:00,FALSE,To0320
28979,D30,268,CASELLE Aeroporto,14:15:00,TO - piazza Carlo Felice,14:54:00,FALSE,To0320
29358,A49,268,TO - piazza Carlo Felice,15:15:00,CASELLE Aeroporto,16:00:00,FALSE,To0320
28983,D38,268,CASELLE Aeroporto,16:15:00,TO - piazza Carlo Felice,16:54:00,FALSE,To0320
29347,A129,268,TO - piazza Carlo Felice,18:00:00,CASELLE Aeroporto,18:45:00,FALSE,To0320
29499,A72,268,CASELLE Aeroporto,19:40:00,TO - piazza Carlo Felice,20:25:00,FALSE,To0320
29366,A135,268,TO - piazza Carlo Felice,13:30:00,CASELLE Aeroporto,14:15:00,FALSE,To0330
29301,A52,268,CASELLE Aeroporto,14:30:00,TO - piazza Carlo Felice,15:15:00,FALSE,To0330
28898,D37,268,TO - piazza Carlo Felice,15:30:00,CASELLE Aeroporto,16:07:00,FALSE,To0330
29287,A60,268,CASELLE Aeroporto,16:30:00,TO - piazza Carlo Felice,17:15:00,FALSE,To0330
29354,A127,268,TO - piazza Carlo Felice,17:30:00,CASELLE Aeroporto,18:15:00,FALSE,To0330
29294,A68,268,CASELLE Aeroporto,18:30:00,TO - piazza Carlo Felice,19:15:00,FALSE,To0330
29351,A53,268,TO - piazza Carlo Felice,16:15:00,CASELLE Aeroporto,17:00:00,FALSE,To0340
29295,A64,268,CASELLE Aeroporto,17:30:00,TO - piazza Carlo Felice,18:15:00,FALSE,To0340
29352,A131,268,TO - piazza Carlo Felice,18:30:00,CASELLE Aeroporto,19:15:00,FALSE,To0340
29482,A134,268,CASELLE Aeroporto,20:30:00,TO - piazza Carlo Felice,21:15:00,FALSE,To0340
29479,A147,268,TO - piazza Carlo Felice,21:30:00,CASELLE Aeroporto,22:15:00,FALSE,To0340
29480,D102,268,CASELLE Aeroporto,23:00:00,TO - piazza Carlo Felice,23:39:00,FALSE,To0340
29349,A55,268,TO - piazza Carlo Felice,16:45:00,CASELLE Aeroporto,17:30:00,FALSE,To0350
28976,D44,268,CASELLE Aeroporto,17:45:00,TO - piazza Carlo Felice,18:24:00,FALSE,To0350
29501,A79,268,TO - piazza Carlo Felice,18:45:00,CASELLE Aeroporto,19:30:00,FALSE,To0350
29498,D52,268,CASELLE Aeroporto,20:00:00,TO - piazza Carlo Felice,20:39:00,FALSE,To0350
29476,A149,268,TO - piazza Carlo Felice,22:30:00,CASELLE Aeroporto,23:15:00,FALSE,To0350
29321,A88,268,CASELLE Aeroporto,23:30:00,TO - piazza Carlo Felice,31/12/1899 00.15.00,FALSE,To0350
29500,A18,268,CASELLE Aeroporto,0:00:00,TO - piazza Carlo Felice,0:45:00,FALSE,To0360
29353,A57,268,TO - piazza Carlo Felice,17:15:00,CASELLE Aeroporto,18:00:00,FALSE,To0360
28977,D46,268,CASELLE Aeroporto,18:15:00,TO - piazza Carlo Felice,18:54:00,FALSE,To0360
29477,A143,268,TO - piazza Carlo Felice,19:20:00,CASELLE Aeroporto,20:05:00,FALSE,To0360
29483,A136,268,CASELLE Aeroporto,21:30:00,TO - piazza Carlo Felice,22:15:00,FALSE,To0360
28915,D95,268,TO - piazza Carlo Felice,23:00:00,CASELLE Aeroporto,23:37:00,FALSE,To0360
28025,22119,119,TO - Viale dei Mughetti,4:40:00,TO - Cso Vittorio 169-Via Cesana,5:09:00,FALSE,To0600
28028,22119,277,TO - Cso Vittorio 169-Via Cesana,5:09:00,AIRASCA - stabilimento SKF,5:50:00,FALSE,To0600
29766,22060,277,AIRASCA - stabilimento SKF,6:30:00,TO - Via Napione - Corso Regina Margheri,7:19:00,FALSE,To0600
29758,22060,119,TO - Via Napione - Corso Regina Margheri,7:19:00,TO - Via Botticelli-Piazza Rebaudengo,7:24:00,FALSE,To0600
28763,22129N,119,Via Oxilia-Cso Giulio Cesare,6:47:00,TO - Via De Sanctis-Via Chambery,7:10:00,FALSE,To0610
29233,22129,277,TO - Via De Sanctis-Via Chambery,7:10:00,AIRASCA - stabilimento SKF,8:10:00,FALSE,To0610
28762,22130,119,COL - Cso Francia - Via Costa,12:45:00,TO - cso Francia/via Rieti,13:01:00,FALSE,To0610
29237,22130,277,TO - cso Francia/via Rieti,13:01:00,AIRASCA - stabilimento SKF,13:55:00,FALSE,To0610
28071,22049,277,AIRASCA - stabilimento SKF,14:30:00,TO - Cso Vittorio 168-Via Saffi,15:20:00,FALSE,To0610
28075,22049,119,TO - Cso Vittorio 168-Via Saffi,15:20:00,TO - Viale dei Mughetti,15:50:00,FALSE,To0610
28851,01A,266,TORINO - c.so Maroncelli 34,6:55:00,RONDISSONE - p.za Roma,7:59:00,FALSE,To0620
28852,01B,266,RONDISSONE - p.za Roma,8:01:00,SALUGGIA - LivaNova,8:20:00,FALSE,To0620
29360,A47,268,TO - piazza Carlo Felice,14:45:00,CASELLE Aeroporto,15:30:00,FALSE,To0620
28982,D36,268,CASELLE Aeroporto,15:45:00,TO - piazza Carlo Felice,16:24:00,FALSE,To0620
28667,240DA,275,TORINO - Autostazione c.so Bolzano,17:41:00,PINEROLO - movicentro,18:44:00,FALSE,To0640
28547,240DB,275,PINEROLO - movicentro,18:48:00,PEROSA ARG.-Pzza Terzo Alpini,19:20:00,FALSE,To0640
28189,250C,275,PEROSA ARG.-Pzza Terzo Alpini,19:20:00,FENESTRELLE - Via Nazionale,19:50:00,FALSE,To0640
28758,277A,275,FENESTRELLE - Via Nazionale,21:10:00,VIL - Boge,21:50:00,FALSE,To0640
28070,22051,277,AIRASCA - stabilimento SKF,22:30:00,TO - Cso Vittorio 168-Via Saffi,23:14:00,FALSE,To0640
28074,22051,119,TO - Cso Vittorio 168-Via Saffi,23:14:00,TO - Viale dei Mughetti,23:44:00,FALSE,To0640
28731,N9,282,TORINO - Autostazione c.so Bolzano,15:03:00,PINEROLO - Piazza Cavour,16:20:00,FALSE,To0650
29228,22058,277,AIRASCA - stabilimento SKF,17:30:00,TO - Via De Sanctis-Via Chambery,18:21:00,FALSE,To0650
28484,22058N,119,TO - Via De Sanctis-Via Chambery,18:21:00,Via Oxilia-Cso Giulio Cesare,18:45:00,FALSE,To0650
29014,22131,119,TO - Via Botticelli-Piazza Rebaudengo,20:45:00,TO - Corso Belgio,21:00:00,FALSE,To0650
29460,22131,277,TO - Corso Belgio,21:00:00,AIRASCA - stabilimento SKF,22:00:00,FALSE,To0650
29227,22130B,277,AIRASCA - stabilimento SKF,22:30:00,Beinasco (Banca SanPaolo),23:08:00,FALSE,To0650
28672,218DA,275,TORINO - Autostazione c.so Bolzano,16:31:00,PINEROLO - movicentro,17:44:00,FALSE,To0660
28689,231DB,282,PINEROLO - movicentro,17:46:00,TORINO - Autostazione c.so Bolzano,18:57:00,FALSE,To0660
28721,N18A,282,TORINO - Autostazione c.so Bolzano,19:18:00,PINEROLO - movicentro,20:29:00,FALSE,To0660
28925,NAV6,121,MOPAR FCA - RIVALTA Via Primo Maggio C11,22:15:00,FCA-MOPAR (L.go Sen. Agnelli),22:35:00,FALSE,To0660
28799,22075,277,FCA-MOPAR (L.go Sen. Agnelli),22:35:00,TO - Via Accademia Albertina 35,23:25:00,FALSE,To0660
28834,22075,121,TO - Via Accademia Albertina 35,23:25:00,TO - Lungo Dora Firenze,23:38:00,FALSE,To0660
28827,22061N,277,AIRASCA - stabilimento SKF,14:30:00,TO - Via Napione - Corso Regina Margheri,15:48:00,FALSE,To0670
28829,22061N,119,TO - Via Napione - Corso Regina Margheri,15:48:00,TO - Corso Vercelli,16:10:00,FALSE,To0670
28708,252B,282,TORINO - Autostazione c.so Bolzano,18:03:00,PINEROLO - movicentro,19:14:00,FALSE,To0670
28581,246A,282,PINEROLO - movicentro,19:18:00,PEROSA ARG.-Pzza Terzo Alpini,19:50:00,FALSE,To0670
28499,275A,275,PEROSA ARG.-Pzza Terzo Alpini,20:40:00,PINEROLO - movicentro,21:12:00,FALSE,To0670
28633,275B,275,PINEROLO - movicentro,21:16:00,TORINO - Autostazione c.so Bolzano,22:19:00,FALSE,To0670
28710,236A,282,TORINO - Autostazione c.so Bolzano,17:03:00,PINEROLO - movicentro,18:14:00,FALSE,To0680
28646,245BB,275,PINEROLO - movicentro,18:16:00,TORINO - Autostazione c.so Bolzano,19:19:00,FALSE,To0680
28832,22123,119,TO - Corso Toscana-Via Borgaro,20:38:00,TO - Corso Francia-Via Pozzo Strada,20:50:00,FALSE,To0680
29232,22123,277,TO - Corso Francia-Via Pozzo Strada,20:50:00,AIRASCA - stabilimento SKF,22:00:00,FALSE,To0680
28826,22063N,277,AIRASCA - stabilimento SKF,22:30:00,TO - Via Napione - Corso Regina Margheri,23:33:00,FALSE,To0680
28828,22063N,119,TO - Via Napione - Corso Regina Margheri,23:33:00,TO - Corso Vercelli,23:55:00,FALSE,To0680
28819,22120N,119,TO - Via Cravero,6:35:00,TO - Cso Ferrucci-Via Cialdini,6:59:00,FALSE,To0700
28818,22120N,277,TO - Cso Ferrucci-Via Cialdini,6:59:00,AIRASCA - stabilimento SKF,8:10:00,FALSE,To0700
29017,22089A,284,AIRASCA - stabilimento SKF,8:15:00,Pinerolo Bivio Sede SAPAV,8:30:00,FALSE,To0700
28691,117DB,282,PINEROLO - movicentro,8:46:00,TORINO - Autostazione c.so Bolzano,9:57:00,FALSE,To0700
29230,22130A,277,Beinasco (Banca SanPaolo),13:05:00,AIRASCA - stabilimento SKF,13:55:00,FALSE,To0700
29226,22128B,277,AIRASCA - stabilimento SKF,14:30:00,Beinasco (Banca SanPaolo),15:13:00,FALSE,To0700
29231,22128,277,Beinasco (Banca SanPaolo),5:10:00,AIRASCA - stabilimento SKF,5:55:00,FALSE,To0710
28639,N35,275,PINEROLO - movicentro,7:06:00,TORINO - Autostazione c.so Bolzano,8:09:00,FALSE,To0710
28026,22121,119,TO - Viale dei Mughetti,12:30:00,TO - Cso Vittorio 169-Via Cesana,12:59:00,FALSE,To0710
28027,22121,277,TO - Cso Vittorio 169-Via Cesana,12:59:00,AIRASCA - stabilimento SKF,13:55:00,FALSE,To0710
29235,22057,277,AIRASCA - stabilimento SKF,14:30:00,TO - c.so Francia/via Pasteur,15:24:00,FALSE,To0710
