Corsa,Codice corsa,Codice linea,Partenza,Ora partenza,Arrivo,Ora arrivo,Flag spezzata,Turno
28073,22057,119,TO - c.so Francia/via Pasteur,15:24:00,CollegnoCorso Francia ang XXIV Maggio,15:40:00,FALSE,To0710
28822,22132N,119,TO - Corso Vercelli-Via Cuorgnè,4:30:00,TO - Corso Belgio,4:52:00,FALSE,To0720
28825,22132N,277,TO - Corso Belgio,4:52:00,AIRASCA - stabilimento SKF,5:55:00,FALSE,To0720
28550,026A,275,PINEROLO - movicentro,6:18:00,PEROSA ARG.-Pzza Terzo Alpini,6:50:00,FALSE,To0720
28858,55A,275,PEROSA ARG.-Pzza Terzo Alpini,7:00:00,PIN - Via Giustetto-Via Polliotti,7:23:00,FALSE,To0720
28861,55B,275,PIN - Via Giustetto-Via Polliotti,7:25:00,TORINO - Autostazione c.so Bolzano,8:28:00,FALSE,To0720
28836,22147B,121,TO - Lungo Dora Firenze,12:11:00,TO - via Accademia Albertina 42,12:25:00,FALSE,To0740
28796,22147B,277,TO - via Accademia Albertina 42,12:25:00,FCA-MOPAR (L.go Sen. Agnelli),13:25:00,FALSE,To0740
28923,NAV3,121,FCA-MOPAR (L.go Sen. Agnelli),13:25:00,MOPAR FCA - RIVALTA Via Primo Maggio C8,13:45:00,FALSE,To0740
28924,NAV4,121,MOPAR FCA - RIVALTA Via Primo Maggio C11,14:15:00,FCA-MOPAR (L.go Sen. Agnelli),14:35:00,FALSE,To0740
28798,22073,277,FCA-MOPAR (L.go Sen. Agnelli),14:35:00,TO - Via Accademia Albertina 35,15:35:00,FALSE,To0740
28833,22073,121,TO - Via Accademia Albertina 35,15:35:00,TO - Lungo Dora Firenze,15:48:00,FALSE,To0740
28853,02A,266,SALUGGIA - LivaNova,17:05:00,RONDISSONE - p.zza Roma,17:19:00,FALSE,To0740
29247,02B,266,RONDISSONE - p.zza Roma,17:21:00,TO - Pzza Bengasi-Scuola Re Umberto,18:25:00,FALSE,To0740
28761,22127,119,COL - Cso Francia - Via Costa,4:50:00,TO - cso Francia/via Rieti,5:00:00,FALSE,To0760
29236,22127,277,TO - cso Francia/via Rieti,5:00:00,AIRASCA - stabilimento SKF,5:55:00,FALSE,To0760
29767,22056,277,AIRASCA - stabilimento SKF,6:30:00,TO - Corso Francia-Via Pozzo Strada,7:31:00,FALSE,To0760
29761,22056,119,TO - Corso Francia-Via Pozzo Strada,7:31:00,TO - Corso Toscana-Via Borgaro,7:46:00,FALSE,To0760
29365,A33,268,TO - piazza Carlo Felice,11:15:00,CASELLE Aeroporto,12:00:00,FALSE,To0760
28986,D22,268,CASELLE Aeroporto,12:15:00,TO - piazza Carlo Felice,12:54:00,FALSE,To0760
29196,12,60,TO-c.so V.Eman. II - Porta Nuova,14:55:00,AOSTA - Autostazione,17:00:00,FALSE,To1040
29494,11,60,AOSTA - Autostazione,18:30:00,TO-c.so V.Eman. II-Porta Nuova,20:35:00,FALSE,To1040
28938,2073,20,TORINO - Autostazione c.so Bolzano,5:30:00,MALPENSA NORD (Terminal 2),7:30:00,FALSE,To2010
28946,2105,20,MALPENSA OVEST (Terminal 1),10:00:00,TORINO - Autostazione c.so Bolzano,12:00:00,FALSE,To2010
28939,2069,20,TORINO - Autostazione c.so Bolzano,7:00:00,MALPENSA NORD (Terminal 2),9:00:00,FALSE,To2020
28947,2206,20,MALPENSA OVEST (Terminal 1),11:00:00,TORINO - Autostazione c.so Bolzano,13:00:00,FALSE,To2020
28940,2200,20,TORINO - Autostazione c.so Bolzano,8:00:00,MALPENSA NORD (Terminal 2),10:00:00,FALSE,To2030
28951,2207,20,MALPENSA OVEST (Terminal 1),12:00:00,TORINO - Autostazione c.so Bolzano,14:00:00,FALSE,To2030
28942,2002,20,TORINO - Autostazione c.so Bolzano,9:00:00,MALPENSA NORD (Terminal 2),11:00:00,FALSE,To2040
28944,2208,20,MALPENSA OVEST (Terminal 1),13:00:00,TORINO - Autostazione c.so Bolzano,15:00:00,FALSE,To2040
28921,2661A,267,PIOBESI T.SE-v.Torino 41-Capol,7:14:00,TORINO - Cso Unione Sovietica 409,7:55:00,FALSE,To2050
28931,2201,20,TORINO - Autostazione c.so Bolzano,10:00:00,MALPENSA NORD (Terminal 2),12:00:00,FALSE,To2050
28948,2209,20,MALPENSA OVEST (Terminal 1),15:15:00,TORINO - Autostazione c.so Bolzano,17:15:00,FALSE,To2050
28929,2101,20,TORINO - Autostazione c.so Bolzano,13:00:00,MALPENSA NORD (Terminal 2),15:00:00,FALSE,To2060
28950,2210,20,MALPENSA OVEST (Terminal 1),17:30:00,TORINO - Autostazione c.so Bolzano,19:30:00,FALSE,To2060
28930,2203,20,TORINO - Autostazione c.so Bolzano,14:00:00,MALPENSA NORD (Terminal 2),16:00:00,FALSE,To2070
28952,2211,20,MALPENSA OVEST (Terminal 1),18:30:00,TORINO - Autostazione c.so Bolzano,20:30:00,FALSE,To2070
28933,2007,20,TORINO - Autostazione c.so Bolzano,15:00:00,MALPENSA NORD (Terminal 2),17:00:00,FALSE,To2080
28953,2053,20,MALPENSA OVEST (Terminal 1),19:30:00,TORINO - Autostazione c.so Bolzano,21:30:00,FALSE,To2080
28934,2204,20,TORINO - Autostazione c.so Bolzano,16:00:00,MALPENSA NORD (Terminal 2),18:00:00,FALSE,To2090
28954,2212,20,MALPENSA OVEST (Terminal 1),20:40:00,TORINO - Autostazione c.so Bolzano,22:40:00,FALSE,To2090
28835,22145,121,TO - Lungo Dora Firenze,4:21:00,TO - via Accademia Albertina 42,4:35:00,FALSE,Tocomm
28797,22145,277,TO - via Accademia Albertina 42,4:35:00,FCA-MOPAR (L.go Sen. Agnelli),5:25:00,FALSE,Tocomm
28922,NAV1,121,FCA-MOPAR (L.go Sen. Agnelli),5:25:00,MOPAR FCA - RIVALTA Via Primo Maggio C8,5:45:00,FALSE,Tocomm
28645,057B,275,PINEROLO - movicentro,7:16:00,TORINO - Autostazione c.so Bolzano,8:19:00,FALSE,Tocomm
